bedrijf,domein,domein_bron,functie,is_cs,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Vandebron,vandebron.nl,geraden en bevestigd,Customer Service Medewerker,ja,2026-05-28,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-vandebron-4431658020,klantenservice medewerker
Vandersterre,vandersterre.com,geraden en bevestigd,Verkoopondersteuning,,2026-09-21,Bodegraven,1,nee,https://nl.linkedin.com/jobs/view/verkoopondersteuning-at-vandersterre-4469874021,orderverwerking medewerker
VAST.,vast.nl,geraden en bevestigd,E‑commerce Specialist,,2026-07-14,'s-Heerenberg,1,nee,https://nl.linkedin.com/jobs/view/e%E2%80%91commerce-specialist-at-vast-4440568385,webcare medewerker
VDL Agrotech,vdlagrotech.nl,geraden en bevestigd,Commercieel Medewerker Binnendienst,,2026-09-07,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-vdl-agrotech-4464370174,orderverwerking medewerker
Vecht en IJssel,vechtenijssel.nl,geraden en bevestigd,Open sollicitatie,,2025-03-26,IJsselstein,1,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-at-vecht-en-ijssel-4190977851,webcare medewerker
Vedder & Vedder,vedder-vedder.nl,geraden en bevestigd,E-Commerce Merchandiser,,2026-09-20,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/e-commerce-merchandiser-at-vedder-vedder-4467318309,webshop beheerder
Veiligheidsregio Brabant-Zuidoost (VRBZO),vrbzo.nl,geraden en bevestigd,Contentspecialist,,2026-09-21,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/contentspecialist-at-veiligheidsregio-brabant-zuidoost-vrbzo-4469876096,content specialist webshop
Veldsink Advies,veldsink.nl,geraden en bevestigd,Adviseur Binnendienst Particulier,,2026-09-10,Valkenswaard,7,nee,https://nl.linkedin.com/jobs/view/adviseur-binnendienst-particulier-at-veldsink-advies-4465631007,klantadviseur
VELORETTI,veloretti.com,geraden en bevestigd,Product Owner Core Systems,,2026-07-22,Amsterdam,3,ja,https://nl.linkedin.com/jobs/view/product-owner-core-systems-at-veloretti-4443115017,orderverwerking
VELUX,velux.nl,geraden en bevestigd,Customer Service Advisor – VELUX Belgium,ja,2026-09-17,"Waver, Wallonië, België",5,nee,https://be.linkedin.com/jobs/view/customer-service-advisor-%E2%80%93-velux-belgium-at-velux-4468604708,klantenservice medewerker
Verano®,verano.nl,geraden en bevestigd,Commercieel medewerker binnendienst export,,2026-06-27,Best,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-export-at-verano-b-v-4434223397,orderverwerking medewerker
Verathon,verathon.com,geraden en bevestigd,Customer Service Specialist,ja,2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-verathon-4460070748,klantenservice medewerker
Verisure,verisure.nl,geraden en bevestigd,Klantenservice medewerker Inbound,ja,2026-09-17,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-inbound-at-verisure-4466254242,klantenservice medewerker
Vermaat,linkedin.com,geraden en bevestigd,Horecamedewerker Antoni van Leeuwenhoek,,2026-08-26,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/horecamedewerker-antoni-van-leeuwenhoek-at-vermaat-4461442279,webcare medewerker
VERO MODA,veromoda.com,geraden en bevestigd,Verkoopmedewerker VERO MODA Zwolle,,2026-06-17,Zwolle,2,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerker-vero-moda-zwolle-at-vero-moda-4429939849,support medewerker webshop
versAlert B.V.,versalert.nl,geraden en bevestigd,Klantsupport medewerker,ja,2026-09-10,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/klantsupport-medewerker-at-versalert-b-v-4463455293,klantenservice medewerker
Verzuimdata,verzuimdata.nl,geraden en bevestigd,Medewerker Service &amp; Support,ja,2026-09-14,Ridderkerk,1,nee,https://nl.linkedin.com/jobs/view/medewerker-service-support-at-verzuimdata-b-v-4440557380,webcare medewerker
Veynex Embedded Software,veynex.com,geraden en bevestigd,ICT Support Medewerker,ja,2026-07-03,Maastricht,3,nee,https://nl.linkedin.com/jobs/view/ict-support-medewerker-at-veynex-embedded-software-4446509258,webcare medewerker
VHC Jongens BV,vhcjongensbv.nl,geraden en bevestigd,"Medewerker Expeditie, nacht",,2025-03-04,Oostzaan,3,nee,https://nl.linkedin.com/jobs/view/medewerker-expeditie-nacht-at-vhc-jongens-bv-4173615367,orderverwerking
Viamanta,viamanta.com,geraden en bevestigd,Partner Success Specialist (m/f/x),,2026-06-02,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/partner-success-specialist-m-f-x-at-viamanta-4423923357,customer happiness
Videojet Technologies,videojet.com,geraden en bevestigd,Orderpicker / Logistiek Medewerker (m/f/d),ja,2026-09-02,De Meern,1,nee,https://nl.linkedin.com/jobs/view/orderpicker-logistiek-medewerker-m-f-d-at-videojet-technologies-4434785939,logistiek medewerker webshop
ViewSonic,viewsonic.com,geraden en bevestigd,Customer Success Coordinator German,ja,2026-09-04,Weesp,1,nee,https://nl.linkedin.com/jobs/view/customer-success-coordinator-german-at-viewsonic-4461974451,customer happiness
Viking Europe,viking-europe.com,geraden en bevestigd,Local Commercial Web Manager NLD,,2026-09-16,Venlo,1,nee,https://nl.linkedin.com/jobs/view/local-commercial-web-manager-nld-at-viking-europe-4468262157,webcare medewerker
Viking Nederland,viking.nl,geraden en bevestigd,Local Commercial Web Manager NLD,,2026-09-16,Venlo,1,nee,https://nl.linkedin.com/jobs/view/local-commercial-web-manager-nld-at-viking-nederland-4468261625,webcare medewerker
VIKTOR,viktor.com,geraden en bevestigd,Customer Success Manager,ja,2026-09-15,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-viktor-4467494832,customer happiness
VILA,vila.nl,geraden en bevestigd,Verkoopmedewerker fulltime VILA Rotterdam Alexandrium (New Store),,2026-08-13,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerker-fulltime-vila-rotterdam-alexandrium-new-store-at-vila-4453674488,support medewerker webshop
Vintage.com,vintage.com,geraden en bevestigd,French Customer Experience Agent,ja,2026-09-15,Duiven,8,nee,https://nl.linkedin.com/jobs/view/french-customer-experience-agent-at-vintage-com-4464134036,klantenservice medewerker
Vinted,vinted.nl,geraden en bevestigd,"Partner Success Coordinator (Dutch Speaking), VintedGo Member Support",ja,2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/partner-success-coordinator-dutch-speaking-vintedgo-member-support-at-vinted-4461082335,support medewerker webshop
VINVIN Wines,vinvinwines.nl,geraden en bevestigd,Commercieel medewerker binnendienst,,2026-09-17,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-vinvin-wines-4468693688,orderverwerking medewerker
Vion Food Group,vionfoodgroup.com,geraden en bevestigd,Medewerker Backoffice Verkoop,,2026-09-22,Enschede,2,nee,https://nl.linkedin.com/jobs/view/medewerker-backoffice-verkoop-at-vion-food-group-4463509690,orderverwerking medewerker
VIPS PMS,vipspms.com,geraden en bevestigd,Customer Success &amp; Accountmanager VIPS PMS,ja,2026-08-27,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/customer-success-accountmanager-vips-pms-at-vips-pms-4458962293,customer happiness
Virtual Assistant Team,virtualassistantteam.com.au,geraden en bevestigd,Digital Marketer with Click Funnels,,2025-04-03,Est,1,nee,https://nl.linkedin.com/jobs/view/digital-marketer-with-click-funnels-at-virtual-assistant-team-4197787540,webcare medewerker
Vlaaibaar,vlaaibaar.nl,geraden en bevestigd,Vacature Shopify developer.,,2026-08-02,Panningen,1,nee,https://nl.linkedin.com/jobs/view/vacature-shopify-developer-at-vlaaibaar-4447651357,webshop beheerder
Voetencentrum Wender,voetencentrumnoordwijk.nl,geraden en bevestigd,Medewerker Servicedesk,ja,2026-09-09,Hengelo,1,nee,https://nl.linkedin.com/jobs/view/medewerker-servicedesk-at-voetencentrum-wender-4465058771,webcare medewerker
VolkerWessels Infra Digital,volkerwessels.com,geraden en bevestigd,Servicedeskmedewerker,ja,2026-07-08,Vianen,1,nee,https://nl.linkedin.com/jobs/view/servicedeskmedewerker-at-volkerwessels-infra-digital-4437066756,webcare medewerker
Volvo Trucks,volvotrucks.nl,geraden en bevestigd,Customer Service Coordinator - Dutch + German,ja,2026-09-06,"Gent, Vlaanderen, België",2,nee,https://be.linkedin.com/jobs/view/customer-service-coordinator-dutch-%2B-german-at-volvo-trucks-4436752885,klantenservice medewerker
Vondel Hotels,vondelhotels.com,geraden en bevestigd,Medewerker Bediening,,2026-06-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-at-vondel-hotels-4423376761,webcare medewerker
Voomy,voomy.com,geraden en bevestigd,E-commerce manager,,2026-07-30,Capelle aan den IJssel,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-manager-at-voomy-4447036033,webshop beheerder
Voordeeluitjes,voordeeluitjes.nl,geraden en bevestigd,Klantenservicemedewerker Voordeeluitjes.nl,ja,2026-07-21,Deventer,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-voordeeluitjes-nl-at-voordeeluitjes-nl-4442996961,klantenservice medewerker
Vos Logistics,voslogistics.com,geraden en bevestigd,Allround Warehouse Medewerker,,2026-09-15,Kerkrade,3,nee,https://nl.linkedin.com/jobs/view/allround-warehouse-medewerker-at-vos-logistics-4465515544,logistiek medewerker webshop
Vos Marketing,vosmarketing.nl,geraden en bevestigd,Senior Performance Marketeer,,2026-09-07,Nederland,1,nee,https://nl.linkedin.com/jobs/view/senior-performance-marketeer-at-vos-marketing-4464359173,online marketeer webshop
Vulpes Goods,vulpesgoods.com,geraden en bevestigd,Customer Experience Specialist,ja,2026-08-25,Bunnik,1,ja,https://nl.linkedin.com/jobs/view/customer-experience-specialist-at-vulpes-goods-4458599796,customer happiness
Waldom,waldom.com,geraden en bevestigd,Customer Experience Specialist - German Speaking,ja,2026-09-21,Amsterdam Area,2,nee,https://nl.linkedin.com/jobs/view/customer-experience-specialist-german-speaking-at-waldom-4467556585,customer happiness
Walraven Nederland,walraven.com,geraden en bevestigd,Medewerker Internal Sales,,2026-09-01,Mijdrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-internal-sales-at-walraven-nederland-4461743440,orderverwerking medewerker
Wasco B.V.,wasco.nl,geraden en bevestigd,Medewerker Productmanagement,,2026-09-08,Apeldoorn,1,nee,https://nl.linkedin.com/jobs/view/medewerker-productmanagement-at-wasco-4459837543,orderverwerking
waterdrop®,waterdrop.nl,geraden en bevestigd,Sales Assistant - Hydrista (w/m/d),,2026-08-28,Roermond,1,nee,https://nl.linkedin.com/jobs/view/sales-assistant-hydrista-w-m-d-at-waterdrop%C2%AE-4455346916,webshop medewerker
WebElephant,webelephant.nl,geraden en bevestigd,SEO / AIO specialist,,2026-06-29,Breda,3,nee,https://nl.linkedin.com/jobs/view/seo-aio-specialist-at-webelephant-4434132837,content specialist webshop
Webgrade,webgrade.nl,geraden en bevestigd,WordPress Developer,,2026-08-12,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/wordpress-developer-at-webgrade-4450196396,webcare medewerker
Webstijl B.V.,webstijl.nl,geraden en bevestigd,Traineeship/junior medewerker online marketing bij Webstijl,,2026-07-03,Alphen aan den Rijn,2,nee,https://nl.linkedin.com/jobs/view/traineeship-junior-medewerker-online-marketing-bij-webstijl-at-webstijl-b-v-4436904592,webcare medewerker
Weeztix,weeztix.com,geraden en bevestigd,Customer Succes Manager Cashless,ja,2026-08-19,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-cashless-at-weeztix-4456157968,customer happiness
Weight Doctors,weight-doctors.nl,geraden en bevestigd,Patiënten Coördinator / Receptioniste / Medisch Assistent(e),,2026-09-18,Waalre,1,nee,https://nl.linkedin.com/jobs/view/pati%C3%ABnten-co%C3%B6rdinator-receptioniste-medisch-assistent-e-at-weight-doctors-4466633992,webcare medewerker
Welcom Noordwijk,welcombij.nl,geraden en bevestigd,Verkoopadviseur Welcom bij Kivits Venray,,2026-08-05,Venray,1,nee,https://nl.linkedin.com/jobs/view/verkoopadviseur-welcom-bij-kivits-venray-at-welcom-noordwijk-4449436068,klantadviseur
Werken in Gelderland,werkeningelderland.nl,geraden en bevestigd,Medewerker Servicedesk ICT,ja,2026-09-03,Nijmegen,2,nee,https://nl.linkedin.com/jobs/view/medewerker-servicedesk-ict-at-werken-in-gelderland-4461663040,webcare medewerker
WestCord Hotels,westcordhotels.nl,geraden en bevestigd,Medewerker Bediening Fulltime,,2026-09-14,Groningen,6,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-fulltime-at-westcord-hotels-4464799747,webcare medewerker
Whitevision,whitevision.com,geraden en bevestigd,"Service Medewerker, €3.000 - €3.500 | Rotterdam/Zoetermeer",ja,2026-08-06,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/service-medewerker-%E2%82%AC3-000-%E2%82%AC3-500-rotterdam-zoetermeer-at-whitevision-4448820634,webcare medewerker
wienerberger Nederland,wienerberger.nl,geraden en bevestigd,Medewerker Binnendienst | Customer Service | 32 tot 40 uur | Elst,ja,2026-09-10,Elst,1,nee,https://nl.linkedin.com/jobs/view/medewerker-binnendienst-customer-service-32-tot-40-uur-elst-at-wienerberger-nederland-4463477410,orderverwerking medewerker
WilroffReitsma,wilroffreitsma.nl,geraden en bevestigd,Commercieel Medewerker Binnendienst,,2026-09-10,Halfweg,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-wilroffreitsma-4464520981,orderverwerking medewerker
WINSEARCH Netherlands,winsearch.nl,geraden en bevestigd,Magazijnmedewerker,,2026-09-21,Rilland,2,nee,https://nl.linkedin.com/jobs/view/magazijnmedewerker-at-winsearch-netherlands-4467391920,orderverwerking
Woertman Nederland B.V.,woertman.nl,geraden en bevestigd,Backoffice &amp; Operations Coördinator,,2026-09-10,Nieuwegein,2,nee,https://nl.linkedin.com/jobs/view/backoffice-operations-co%C3%B6rdinator-at-woertman-nederland-b-v-4464095561,orderverwerking medewerker
Woonstad Rotterdam,woonstadrotterdam.nl,geraden en bevestigd,Klantadviseur,ja,2026-09-21,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/klantadviseur-at-woonstad-rotterdam-4372858831,klantadviseur
Workiva,workiva.com,geraden en bevestigd,Customer Success Manager - German Speaking,ja,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-german-speaking-at-workiva-4465763814,customer happiness
Workodo,workodo.com,geraden en bevestigd,Support medewerker,ja,2026-07-22,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/support-medewerker-at-workodo-4443413393,support medewerker webshop
WorkplaceBuddy,workplacebuddy.com,geraden en bevestigd,Customer Success Manager (Dutch speaking),ja,2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-dutch-speaking-at-workplacebuddy-4469867784,customer happiness
WP Masters,wpmasters.nl,geraden en bevestigd,SEO Specialist (junior),,2026-08-05,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/seo-specialist-junior-at-wp-masters-4448906732,webcare medewerker
WP SEO AI,wpseoai.com,geraden en bevestigd,Wordpress Developer (German/Dutch Speaking),,2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/wordpress-developer-german-dutch-speaking-at-wp-seo-ai-4461201969,webcare medewerker
X2O Badkamers Nederland,x2o.nl,geraden en bevestigd,Showroom Adviseur (Zaandam),,2026-07-23,Zaandam,1,nee,https://nl.linkedin.com/jobs/view/showroom-adviseur-zaandam-at-x2o-badkamers-nederland-4444403974,klantadviseur
Xeltis,xeltis.com,geraden en bevestigd,Customer Service Specialist,ja,2026-08-18,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-xeltis-4454901454,customer service
Yex B.V.,yex.nl,geraden en bevestigd,Commercial Support Medewerker,ja,2025-08-14,Naaldwijk,1,nee,https://nl.linkedin.com/jobs/view/commercial-support-medewerker-at-yex-b-v-4282866294,orderverwerking medewerker
You Sure,yousure.nl,geraden en bevestigd,Customer Support Medewerker,ja,2026-09-20,Hoofddorp,2,nee,https://nl.linkedin.com/jobs/view/customer-support-medewerker-at-you-sure-4372512433,klantenservice medewerker
Zelesta,zelesta.nl,geraden en bevestigd,E-commerce Specialist,,2026-09-21,Soesterberg,3,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-zelesta-4469874193,webcare medewerker
ZENGGI,zenggi.com,geraden en bevestigd,Digital Marketing Growth Specialist,,2026-08-29,Amsterdam,1,ja,https://nl.linkedin.com/jobs/view/digital-marketing-growth-specialist-at-zenggi-4460856187,e-commerce medewerker
Zero Friction,zerofriction.com,geraden en bevestigd,Customer Service and Operations Agent NL &amp; FR,ja,2026-07-23,"Gent, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-and-operations-agent-nl-fr-at-zero-friction-4444438889,klantenservice medewerker
Zimmer Biomet,zimmerbiomet.com,geraden en bevestigd,Customer Experience - Local Strategic Partner,,2026-09-10,Breda,1,nee,https://nl.linkedin.com/jobs/view/customer-experience-local-strategic-partner-at-zimmer-biomet-4454995782,customer happiness
Zimmermann,zimmermann.nl,geraden en bevestigd,Client Advisor - Opening in Amsterdam - December 2026,,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-opening-in-amsterdam-december-2026-at-zimmermann-4452396516,klantadviseur
Zitmaxx Wonen,zitmaxx.nl,geraden en bevestigd,Klantenservice Medewerker,ja,2026-07-09,Ter Aar,8,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-zitmaxx-wonen-4438588826,support medewerker webshop
Zonneplan,zonneplan.nl,geraden en bevestigd,Customer Support Specialist,ja,2026-09-15,Zwolle,2,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-zonneplan-4324809529,klantenservice medewerker
Zorg en Zekerheid,zorgenzekerheid.nl,geraden en bevestigd,Senior (Lead) Front-end Developer,,2026-08-31,Leiden,1,nee,https://nl.linkedin.com/jobs/view/senior-lead-front-end-developer-at-zorg-en-zekerheid-4460030095,webcare medewerker
Zorg+Welzijn,zorgwelzijn.nl,geraden en bevestigd,Huiskamer medewerker | PG,,2026-07-24,Hilversum,1,nee,https://nl.linkedin.com/jobs/view/huiskamer-medewerker-pg-at-zorg%2Bwelzijn-4444975815,webcare medewerker
